"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2013","Switzerland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,886.51",""
"2013","Switzerland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,075.99",""
"2013","Switzerland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","181.34",""
"2013","Switzerland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,769.31",""
"2013","Switzerland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","731.42",""
"2013","Switzerland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","105.59",""
"2013","Switzerland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,314.96",""
"2013","Serbia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,663.59",""
"2013","Serbia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","335.12",""
"2013","Serbia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,147.77",""
"2013","Serbia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,945.92",""
"2013","Serbia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","453.56",""
"2013","Serbia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,106.71",""
"2013","Serbia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,439.2",""
"2013","Serbia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","223.5",""
"2013","Serbia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,457.89",""
"2013","Turkey","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","884.46","d"
"2013","Turkey","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","218.77",""
"2013","Turkey","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,632.55","d"
"2013","Turkey","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,089.52","d"
"2013","Turkey","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","294.16",""
"2013","Turkey","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,372.92","d"
"2013","Turkey","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","711.17","d"
"2013","Turkey","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","144.55",""
"2013","Turkey","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,050.3","d"
"2014","European Union - 28 countries","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,003.06",""
"2014","European Union - 28 countries","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","209.44",""
"2014","European Union - 28 countries","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,279.27",""
"2014","European Union - 28 countries","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,254.48",""
"2014","European Union - 28 countries","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","281.78",""
"2014","European Union - 28 countries","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,269.95",""
"2014","European Union - 28 countries","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","817.94",""
"2014","European Union - 28 countries","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","139.71",""
"2014","European Union - 28 countries","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,617.77",""
"2014","Belgium","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","970.63",""
"2014","Belgium","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","191.8",""
"2014","Belgium","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,185.8",""
"2014","Belgium","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,205.39",""
"2014","Belgium","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","243.38",""
"2014","Belgium","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,176.74",""
"2014","Belgium","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","799.67",""
"2014","Belgium","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","140.44",""
"2014","Belgium","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,521.11",""
"2014","Bulgaria","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,646.5",""
"2014","Bulgaria","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","382.01",""
"2014","Bulgaria","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,866.58",""
"2014","Bulgaria","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,038.24",""
"2014","Bulgaria","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","538.03",""
"2014","Bulgaria","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,231.4",""
"2014","Bulgaria","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,351.17",""
"2014","Bulgaria","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","234.78",""
"2014","Bulgaria","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,959.85",""
"2014","Czechia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,237.32",""
"2014","Czechia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","236.06",""
"2014","Czechia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,370.75",""
"2014","Czechia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,564.22",""
"2014","Czechia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","326.58",""
"2014","Czechia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,673.48",""
"2014","Czechia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,007.85",""
"2014","Czechia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","147.68",""
"2014","Czechia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,558.8",""
"2014","Denmark","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,028.33",""
"2014","Denmark","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","195",""
"2014","Denmark","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,468.48",""
"2014","Denmark","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,242.87",""
"2014","Denmark","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","242.03",""
"2014","Denmark","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,374.54",""
"2014","Denmark","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","871.79",""
"2014","Denmark","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","147.77",""
"2014","Denmark","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,860.69",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,017.07",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","196.04",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,406.44",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,260.22",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","256.87",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,402.25",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","840.68",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","136.05",""
"2014","Germany (until 1990 former territory of the FRG)","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,749.52",""
"2014","Estonia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,269.27",""
"2014","Estonia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","331.62",""
"2014","Estonia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,140.1",""
"2014","Estonia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,805.54",""
"2014","Estonia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","515.64",""
"2014","Estonia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,130.5",""
"2014","Estonia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","961.79",""
"2014","Estonia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","171.12",""
"2014","Estonia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,225.85",""
"2014","Ireland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","993.55",""
"2014","Ireland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","166.75",""
"2014","Ireland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,406.74",""
"2014","Ireland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,194.52",""
"2014","Ireland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","208.22",""
"2014","Ireland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,266.15",""
"2014","Ireland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","843.76",""
"2014","Ireland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","125.76",""
"2014","Ireland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,807.77",""
"2014","Greece","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","967.28",""
"2014","Greece","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","185.5",""
"2014","Greece","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,194.61",""
"2014","Greece","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,154.06",""
"2014","Greece","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","262.85",""
"2014","Greece","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,833.2",""
"2014","Greece","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","806.54",""
"2014","Greece","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","113.27",""
"2014","Greece","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,668.52",""
"2014","Spain","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","837.46",""
"2014","Spain","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","156.4",""
"2014","Spain","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,649",""
"2014","Spain","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,078.41",""
"2014","Spain","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","213.47",""
"2014","Spain","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,649.06",""
"2014","Spain","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","656.46",""
"2014","Spain","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","100.7",""
"2014","Spain","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,950.75",""
"2014","France","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","829.86",""
"2014","France","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","195.44",""
"2014","France","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,448.89",""
"2014","France","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,086.74",""
"2014","France","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","267.22",""
"2014","France","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,469.89",""
"2014","France","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","645.09",""
"2014","France","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","127.4",""
"2014","France","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,782.2",""
"2014","Croatia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,355.92",""
"2014","Croatia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","262.73",""
"2014","Croatia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,868.84",""
"2014","Croatia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,716.98",""
"2014","Croatia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","372.55",""
"2014","Croatia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,267.02",""
"2014","Croatia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,109.86",""
"2014","Croatia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","157.65",""
"2014","Croatia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,040.77",""
"2014","Italy","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","854.06",""
"2014","Italy","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","140.22",""
"2014","Italy","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,800.92",""
"2014","Italy","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,079.29",""
"2014","Italy","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","181.05",""
"2014","Italy","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,787.44",""
"2014","Italy","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","698.8",""
"2014","Italy","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","101.14",""
"2014","Italy","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,166.03",""
"2014","Cyprus","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","980.1",""
"2014","Cyprus","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","133.9",""
"2014","Cyprus","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,473.39",""
"2014","Cyprus","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,139.73",""
"2014","Cyprus","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","177.61",""
"2014","Cyprus","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,111.58",""
"2014","Cyprus","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","845.27",""
"2014","Cyprus","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","92.63",""
"2014","Cyprus","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,952.35",""
"2014","Latvia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,502.96",""
"2014","Latvia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","430.06",""
"2014","Latvia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,932.11",""
"2014","Latvia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,112.28",""
"2014","Latvia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","668.55",""
"2014","Latvia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,072.3",""
"2014","Latvia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,145.57",""
"2014","Latvia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","228.58",""
"2014","Latvia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,931.08",""
"2014","Lithuania","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,449.22",""
"2014","Lithuania","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","425.01",""
"2014","Lithuania","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,677.41",""
"2014","Lithuania","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,049.46",""
"2014","Lithuania","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","670.2",""
"2014","Lithuania","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,743.35",""
"2014","Lithuania","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,086.05",""
"2014","Lithuania","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","216.3",""
"2014","Lithuania","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,676.55",""
"2014","Luxembourg","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","917.54",""
"2014","Luxembourg","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","162.03",""
"2014","Luxembourg","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,036.43",""
"2014","Luxembourg","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,191.23",""
"2014","Luxembourg","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","214.37",""
"2014","Luxembourg","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,223.88",""
"2014","Luxembourg","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","731.28",""
"2014","Luxembourg","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","107.44",""
"2014","Luxembourg","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,306.63",""
"2014","Hungary","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,455.45",""
"2014","Hungary","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","370.39",""
"2014","Hungary","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,934.79",""
"2014","Hungary","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,872.8",""
"2014","Hungary","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","523.48",""
"2014","Hungary","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,443.06",""
"2014","Hungary","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,180.34",""
"2014","Hungary","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","233.82",""
"2014","Hungary","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,087.78",""
"2014","Malta","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","939.38",""
"2014","Malta","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","152.37",""
"2014","Malta","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,188.28",""
"2014","Malta","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,146.17",""
"2014","Malta","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","193.19",""
"2014","Malta","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,080.27",""
"2014","Malta","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","787.26",""
"2014","Malta","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","110.7",""
"2014","Malta","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,580.22",""
"2014","Netherlands","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","957.96",""
"2014","Netherlands","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","160.47",""
"2014","Netherlands","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,250.15",""
"2014","Netherlands","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,146.49",""
"2014","Netherlands","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","185.05",""
"2014","Netherlands","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,115.48",""
"2014","Netherlands","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","825.93",""
"2014","Netherlands","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","135.71",""
"2014","Netherlands","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,675.33",""
"2014","Austria","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","957.15",""
"2014","Austria","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","179.09",""
"2014","Austria","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,169.11",""
"2014","Austria","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,182",""
"2014","Austria","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","233.28",""
"2014","Austria","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,098.51",""
"2014","Austria","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","795.69",""
"2014","Austria","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","126.41",""
"2014","Austria","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,558.61",""
"2014","Poland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,241.04",""
"2014","Poland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","316.89",""
"2014","Poland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,056.11",""
"2014","Poland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,641.49",""
"2014","Poland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","459.04",""
"2014","Poland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,522.86",""
"2014","Poland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","966.01",""
"2014","Poland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","182.9",""
"2014","Poland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,198.82",""
"2014","Portugal","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","991.4",""
"2014","Portugal","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","194.99",""
"2014","Portugal","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,279.13",""
"2014","Portugal","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,285.43",""
"2014","Portugal","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","283.91",""
"2014","Portugal","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,419.93",""
"2014","Portugal","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","783.78",""
"2014","Portugal","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","114.07",""
"2014","Portugal","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,548.48",""
"2014","Romania","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,516.64",""
"2014","Romania","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","373.89",""
"2014","Romania","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,234.11",""
"2014","Romania","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,886.4",""
"2014","Romania","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","536.22",""
"2014","Romania","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,460.19",""
"2014","Romania","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,234.2",""
"2014","Romania","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","220.83",""
"2014","Romania","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,417.61",""
"2014","Slovenia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,018.63",""
"2014","Slovenia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","191.89",""
"2014","Slovenia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,431.59",""
"2014","Slovenia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,301.92",""
"2014","Slovenia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","262.12",""
"2014","Slovenia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,594.44",""
"2014","Slovenia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","821.9",""
"2014","Slovenia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","119.71",""
"2014","Slovenia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,720.66",""
"2014","Slovakia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,353.43",""
"2014","Slovakia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","304.55",""
"2014","Slovakia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,683.45",""
"2014","Slovakia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,751.13",""
"2014","Slovakia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","438.55",""
"2014","Slovakia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,169.73",""
"2014","Slovakia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,085.84",""
"2014","Slovakia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","178.26",""
"2014","Slovakia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,832.54",""
"2014","Finland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","994.74",""
"2014","Finland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","191.68",""
"2014","Finland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,309.93",""
"2014","Finland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,261.27",""
"2014","Finland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","262.56",""
"2014","Finland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,384.12",""
"2014","Finland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","803.25",""
"2014","Finland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","120.98",""
"2014","Finland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,619.79",""
"2014","Sweden","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","922.1",""
"2014","Sweden","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","145.66",""
"2014","Sweden","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,127.41",""
"2014","Sweden","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,104.73",""
