,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
22947098,Wohnung,1240,1,01.03.2020,NaN,"Lommisweg 24, 8048 Zürich",,zuerich,26.02.2020,23,3.Stock,,,,,,,,1100,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945132,Wohnung,1590,3,01.04.2020,NaN,"Grosswiesenstrasse 130 - 134, 8051 Zürich",13.02.2020,zuerich,26.02.2020,65,2.Stock,,,1957,1,,,,1500,90,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22945378,Dachwohnung,3495,2.5,01.05.2020,NaN,"Münstergasse 12, 8001 Zürich",13.02.2020,zuerich,26.02.2020,130,4.Stock,1,,,,,,1,3300,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22947096,Wohnung,1380,1.5,sofort,NaN,"Lommisweg 24, 8048 Zürich",,zuerich,26.02.2020,29,Untergeschoss,,,,,,,,1240,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22947090,Wohnung,1340,1.5,01.05.2020,NaN,"Herrligstrasse 19, 8048 Zürich",13.02.2020,zuerich,26.02.2020,21,3.Stock,,,,,,,,1200,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945379,Wohnung,2100,3,01.03.2020,NaN,"Waffenplatzstrasse 50, 8002 Zürich",13.02.2020,zuerich,26.02.2020,,EG,1,,1927,,,,,1850,250,,20m,80m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22945368,Wohnung,1635,1.5,01.03.2020,3,"Eugen-Huber-Straße, 8048 Zürich",13.02.2020,zuerich,26.02.2020,29,2.Stock,1,,2018,1,,,,1555,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22950058,Wohnung,2760,4.5,01.05.2020,NaN,"Mattackerstrasse 3, 8052 Zürich",13.02.2020,zuerich,26.02.2020,,2.Stock,,,2016,,,1,,2490,270,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
22943082,Wohnung,900,1,01.04.2020,NaN,"Neudorfstrasse, 8050 Zürich ZH",13.02.2020,zuerich,26.02.2020,15,EG,,,,1,,1,,875,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22946214,Wohnung,2610,1.5,01.05.2020,4,"Gartenstrasse 6, 8002 Zürich",13.02.2020,zuerich,26.02.2020,57,1.Stock,,,2017,,,,,2440,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22943165,Wohnung,2510,3,,NaN,8002 Zürich,13.02.2020,zuerich,26.02.2020,65,4.Stock,,,,,,,,2250,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22945576,Loft,3730,2.5,nachVereinbarung,NaN,"Hardturmstrasse 90, 8005 Zürich",13.02.2020,zuerich,26.02.2020,109,4.Stock,,,,,,,,3380,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22943130,Wohnung,1500,1,31.03.2020,NaN,"Eugen Huber-Strasse 65b, 8048 Zürich",,zuerich,26.02.2020,50,3.Stock,,,,,,,,1350,150,,500m,500m,,,500m,500m,,,,,,,,,,,,,,,,,,,,,,,
22946215,Wohnung,5120,6,nachVereinbarung,4,"Im Schilf 10, 8044 Zürich",13.02.2020,zuerich,26.02.2020,160,2.Stock,,,1932,,,,,4600,520,,200m,600m,,,400m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22941589,Wohnung,3995,,sofort,4,"In der Wässeri, 13, 8047 Zürich",13.02.2020,zuerich,26.02.2020,167,,1,,1977,1,,1,,3794,201,1,200m,200m,,2000m,,200m,,,,,,,,,,,,,,,,,,,,,,,
23014737,Einzelzimmer,1097,1,01.03.2020,NaN,"Stiglenstrasse, 8052 Zürich",13.02.2020,zuerich,26.02.2020,19,3.Stock,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22946210,Wohnung,2390,3.5,01.05.2020,NaN,"Katzenbachstrasse 225, 8052 Zürich",13.02.2020,zuerich,26.02.2020,100,EG,,,,,,,,2150,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22941600,Attika,5570,4,01.05.2020,3,"Witikonerstrasse 251, 8053 Zürich",13.02.2020,zuerich,26.02.2020,150,2.Stock,,,2012,1,1,1,1,5120,450,1,,,,,,,,,,,,,,250,,1,,,,,,,,,,,,,
22992840,Wohnung,1800,2.5,nachVereinbarung,NaN,8055 Zürich ZH,12.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937577,Wohnung,1980,2.5,01.04.2020,NaN,"Witikonerstrasse 265, 8053 Zürich",12.02.2020,zuerich,26.02.2020,65,EG,1,,,1,1,1,,1840,140,,20m,250m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937559,Einzelzimmer,1185,2,01.04.2020,NaN,"Langgrütstrasse, 8047 Zürich",12.02.2020,zuerich,26.02.2020,71,2.Stock,1,,,1,,,,1090,95,,200m,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22941576,Wohnung,1425,1,01.05.2020,NaN,"Seefeldstrasse 255A, 8008 Zürich",13.02.2020,zuerich,26.02.2020,25,1.Stock,,,,1,,,,1325,100,1,100m,,,,,,,,,,,,,25,,,,,,,,,,,,,,,
22941578,Wohnung,1350,1.5,01.04.2020,NaN,"Sempacherstrasse 79, 8032 Zürich",13.02.2020,zuerich,26.02.2020,30,EG,,,,,,,,1200,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937553,Wohnung,1650,1,01.04.2020,NaN,"LEHENSTEIG 7, 8037 Zürich",12.02.2020,zuerich,26.02.2020,,3.Stock,,,,1,1,,,,,,30m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937545,Wohnung,3200,3.5,,4,"Hadlaubstrasse 130, 8006 Zürich",12.02.2020,zuerich,26.02.2020,90,1.Stock,1,,1981,1,,,,,,1,450m,700m,,1500m,600m,950m,950m,,,,,,,,,,,,,,,,,,,,,,
22938779,Wohnung,5850,3.5,nachVereinbarung,3,"Alte Feldeggstrasse, 8008 Zürich",12.02.2020,zuerich,26.02.2020,134,,,,2009,1,,,1,5550,300,1,100m,100m,,,300m,500m,500m,,,,,,,,,,,,,,,,,,,,,,
22940363,Wohnung,2945,3.5,sofort,6,"Susenbergstrasse 142, 8044 Zurich /Fluntern, 8044 Zürich ZH",12.02.2020,zuerich,26.02.2020,90,EG,,,2017,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22940361,Wohnung,1460,1,nachVereinbarung,NaN,8032 Zürich ZH,12.02.2020,zuerich,26.02.2020,85,2.Stock,1,,,1,,,,1360,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937533,Wohnung,4390,4,,NaN,"Limmatquai 86 / Köngengasse 2, 8001 Zürich",12.02.2020,zuerich,26.02.2020,103,5.Stock,1,,,,,,,4150,240,,5m,10m,1,1500m,,,,,,,,,,,,,,,,,,,,,,,,,
22936842,Wohnung,1550,1,01.04.2020,NaN,"LEHENSTEIG 7, 8037 Zürich",,zuerich,26.02.2020,,3.Stock,1,,,1,,,,,,,30m,100m,,,,,,,,,1,,,,,,,,,,,,,,,,,,
22937534,Maisonette,4870,3.5,01.04.2020,NaN,"Niederdorfstrasse 67, 8001 Zürich",12.02.2020,zuerich,26.02.2020,110,5.Stock,1,,,1,,,1,4550,320,1,100m,100m,1,,,,,,,,,,,180,,,,,,,,,,,,,,,
22935374,Wohnung,4940,4.5,nachVereinbarung,3,"Beethovenstrasse n/n, 8002 Zürich",12.02.2020,zuerich,26.02.2020,130,1.Stock,1,,1940,,,,,,,1,100m,100m,,,,,,,,,,,,,,,,,1,,,,,,,,,,
22939388,Wohnung,1721,2,01.06.2020,6,"Ausstellungsstrasse 36, 8005 Zürich",12.02.2020,zuerich,26.02.2020,55,4.Stock,,,1987,,,,,1560,161,1,200m,600m,,,400m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22936594,Wohnung,1500,1.5,01.07.2020,NaN,8037 Zürich,12.02.2020,zuerich,26.02.2020,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22934854,Wohnung,1975,3.5,23.03.2020,NaN,"Lehfrauenweg 5, 8053 Zürich ZH",12.02.2020,zuerich,26.02.2020,100,2.Stock,1,,,1,1,1,,1700,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22937541,Wohnung,3490,4.5,16.03.2020,6,"Röntgenstrasse 22a, 8005 Zürich",12.02.2020,zuerich,26.02.2020,132,2.Stock,1,,2015,,1,,,3110,380,1,200m,400m,1,,700m,700m,,,,,,,,,,1,,,,,,,,,,,,,
22937542,Wohnung,1240,1,01.04.2020,NaN,"Universitätsstrasse 110, 8006 Zürich",12.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,1100,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22940758,Wohnung,1065,1,01.05.2020,5,"Regensdorferstrasse 63, 8049 Zürich",12.02.2020,zuerich,26.02.2020,36,EG,,,1955,,,,,875,190,,200m,600m,,3100m,,750m,750m,,,,,,,,,,,,,,,,,,,,,,
22930991,Wohnung,1700,3.5,nachVereinbarung,NaN,8048 Zürich ZH,12.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22930152,Wohnung,1714,2.5,01.05.2020,4,"Imbisbühlsteig 10A, 8049 Zürich",11.02.2020,zuerich,26.02.2020,58,2.Stock,1,,1995,,,,,1425,289,1,300m,500m,1,,200m,200m,200m,,,,,,,,,1,,,,,,,,,,,,,
22936438,Wohnung,2010,3.5,01.05.2020,NaN,"Im Brächli 41, 8053 Zürich",12.02.2020,zuerich,26.02.2020,77,1.Stock,1,,1955,,,,,1680,330,,270m,490m,1,,260m,1300m,1300m,,,,,,,,,,,,,,,,,,,,,,
22934782,Wohnung,4475,5.5,sofort,5,"Hadlaubstrasse 130, 8006 Zürich",,zuerich,26.02.2020,188,2.Stock,,,1981,1,,,1,3985,490,1,450m,700m,,1500m,600m,950m,950m,,,,,,,,,,,,,,,,,,,,,,
22929102,Einzelzimmer,700,1,sofort,NaN,"Seebacherstrasse 58, 8052 Zürich",,zuerich,26.02.2020,,2.Stock,,,,,,,,530,170,,50m,680m,,,80m,330m,,,,,,,,,,,,,1,,,,,,,,,,
22929461,Wohnung,3200,2.5,01.04.2020,3,"Etzelstrasse 37, 8038 Zürich",,zuerich,26.02.2020,63,3.Stock,1,,2020,1,,,,2950,250,1,200m,200m,,1500m,200m,200m,200m,,,,1,,,74,,,,,,,,,,,,,,,
22928855,Wohnung,2036,3,01.04.2020,NaN,"Hofwiesenstrasse 248, 8057 Zürich",11.02.2020,zuerich,26.02.2020,67,EG,1,,,1,,,,1826,210,,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22972561,Wohnung,900,1,nachVereinbarung,NaN,8048 Zürich ZH,12.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22929695,Wohnung,1400,1,sofort,3,"Fennergasse 5, 8008 Zürich",11.02.2020,zuerich,26.02.2020,24,EG,,,1875,,,,,1320,80,,100m,200m,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22930385,Wohnung,3300,4,nachVereinbarung,NaN,"Forchstrasse 84, 8008 Zürich",,zuerich,26.02.2020,,4.Stock,,,1963,,,,,3075,225,,200m,400m,,4400m,,,,,,,,,,,,,,,,,,,,,,,,,
22928821,Wohnung,1210,1,01.04.2020,NaN,"Zollstrasse 6, 8005 Zürich",11.02.2020,zuerich,26.02.2020,23,1.Stock,,,,,,,,1000,210,,10m,10m,,1500m,,,,,,,,,,,,,,,,,,,,,,,,,
14714029,Dachwohnung,1480,2,01.05.2020,NaN,"Winterthurerstrasse 400, 8051 Zürich",11.02.2020,zuerich,26.02.2020,55,2.Stock,1,,,,,,,1285,195,,200m,500m,,2500m,,,,,,,,,,,,,,,,,,,,,,,,,
22928845,Wohnung,2050,3.5,01.05.2020,NaN,"Salerstrasse 21, 8050 Zürich",11.02.2020,zuerich,26.02.2020,70,2.Stock,1,,,1,,,,1860,190,,260m,200m,,1000m,500m,700m,,,,,,,,,,1,,,,,,,,,,,,,
22927074,Wohnung,990,1,01.04.2020,NaN,"Gubelstrasse, 8050 Zürich",11.02.2020,zuerich,26.02.2020,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22930153,Wohnung,4180,5,01.04.2020,3,"Kinkelstrasse 40, 8006 Zürich",11.02.2020,zuerich,26.02.2020,101,3.Stock,1,,1935,1,,,,3880,300,1,230m,130m,1,,100m,500m,200m,,,,,,,,,1,,,,,,,,,,,,,
22928770,Wohnung,1714,2.5,,NaN,8049 Zürich,11.02.2020,zuerich,26.02.2020,58,2.Stock,,,,,,,,1425,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22928851,Wohnung,2850,4.5,01.05.2020,4,"Caspar-Wüst-Strasse 69, 8052 Zürich",11.02.2020,zuerich,26.02.2020,104,2.Stock,1,,2014,1,1,1,,2650,200,1,,,,,,,,,,,,,,140,,1,,,,,,,,,,,,,
22931011,Wohnung,2870,3,01.04.2020,4,"Im Trichtisal 11a, 8053 Zürich",,zuerich,26.02.2020,79,1.Stock,,,2020,1,1,,,,,1,240m,1000m,1,8500m,220m,1200m,1200m,,,,1,,,,,1,,,,,,,,,,,,,
22928825,Wohnung,3995,3.5,01.06.2020,NaN,"Mainaustrasse 49, 8008 Zürich",11.02.2020,zuerich,26.02.2020,121,1.Stock,1,,,,1,,1,3615,380,1,100m,100m,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22928822,Attika,6400,,01.04.2020,3,"Limmatstrasse 213, 8005 Zürich",11.02.2020,zuerich,26.02.2020,160,5.Stock,1,,2012,1,,1,,6000,400,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22925203,Wohnung,1490,1.5,01.05.2020,NaN,"Hügelstrasse 43, 8002 Zürich ZH",11.02.2020,zuerich,26.02.2020,35,2.Stock,,,,,,,,1310,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013625,Wohnung,3400,4.5,nachVereinbarung,NaN,8003 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22926908,Wohnung,1410,1.5,01.05.2020,NaN,"Bändlistrasse 71, 8064 Zürich",,zuerich,26.02.2020,30,EG,1,,,,,1,,1280,130,1,1750m,330m,,,800m,1060m,,,,,,,,,,,,,,,,,,,,,,,
22926819,Wohnung,2607,4.5,01.05.2020,4,"Heerenschürlistrasse 8, 8051 Zürich",11.02.2020,zuerich,26.02.2020,98,1.Stock,,,2014,,,,,2277,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23001268,Wohnung,1700,2.5,nachVereinbarung,NaN,8038 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925453,Wohnung,2100,2.5,nachVereinbarung,NaN,8003 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925447,Wohnung,1750,3.5,nachVereinbarung,NaN,8008 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22927000,Wohnung,2230,3.5,01.04.2020,NaN,"Binzstrasse, 8045 Zürich",11.02.2020,zuerich,26.02.2020,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925945,Wohnung,250,2.5,nachVereinbarung,NaN,8045 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925339,Studio,550,1,nachVereinbarung,NaN,8037 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924665,Wohnung,1560,1,sofort,NaN,8004 Zürich ZH,11.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22997976,Wohnung,1457,1.5,01.04.2020,NaN,"Überlandstrasse 285, 8051 Zürich",11.02.2020,zuerich,26.02.2020,53,3.Stock,1,,,,,1,,1327,130,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
22923926,Wohnung,1700,1.5,nachVereinbarung,NaN,8004 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924596,Wohnung,1500,1.5,nachVereinbarung,NaN,8037 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924321,Wohnung,1090,1,16.04.2020,NaN,"Wallisellenstrasse 333, 8050 Zürich ZH",11.02.2020,zuerich,26.02.2020,16,4.Stock,1,1,2012,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22924594,Wohnung,1410,1,01.04.2020,NaN,8001 Zürich ZH,11.02.2020,zuerich,26.02.2020,25,4.Stock,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924668,Wohnung,725,1,sofort,NaN,8057 Zürich ZH,11.02.2020,zuerich,26.02.2020,1,2.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924597,Wohnung,2300,1.5,nachVereinbarung,NaN,8005 Zürich ZH,11.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22924768,Wohnung,1450,2.5,sofort,NaN,"Maneggpromenade 82, 8041 Zürich",11.02.2020,zuerich,26.02.2020,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22926821,Wohnung,2575,2.5,01.04.2020,NaN,"Hohlstrasse 104, 8004 Zürich",11.02.2020,zuerich,26.02.2020,49,4.Stock,,,,,,,,2420,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22956170,Wohnung,3145,3.5,nachVereinbarung,NaN,8046 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22921964,Maisonette,4171,4.5,,5,"Loorenstrasse 62, 8053 Zürich",10.02.2020,zuerich,26.02.2020,147,EG,,,2018,1,1,1,,3906,265,1,450m,450m,1,6000m,700m,700m,,,,,,,,,,1,,,,,,,,,,,,,
22920109,Wohnung,3560,4,01.03.2020,NaN,"Klosbachstrasse 10, 8032 Zürich",10.02.2020,zuerich,26.02.2020,98,2.Stock,,,,,,,,3320,240,1,,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22920909,Wohnung,3670,4,nachVereinbarung,NaN,"Seestr. 160, 8002 Zürich",10.02.2020,zuerich,26.02.2020,100,2.Stock,,,1996,,1,1,,3400,270,,10m,1000m,,1000m,1000m,700m,1200m,,,,,,,,,,,,,,,,,,,,,,
22920922,Wohnung,4918,4,nachVereinbarung,NaN,"Hadlaubstr. 62, 8006 Zürich",10.02.2020,zuerich,26.02.2020,,1.Stock,,,1924,,,,,3868,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22923313,Wohnung,2700,4.5,16.05.2020,4,"Oerlikonerstrasse 58b, 8057 Zürich",11.02.2020,zuerich,26.02.2020,91,2.Stock,,,2001,,,,,2450,250,,20m,20m,,,160m,300m,500m,,,,,,,,,,,,,,,,,,,,,,
22922501,Wohnung,2180,3.5,01.05.2020,NaN,"Eisfeldstrasse 20, 8050 Zürich",10.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,1900,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918971,Wohnung,2640,3.5,01.04.2020,4,"Regensdorferstrasse 72, 8049 Zürich",10.02.2020,zuerich,26.02.2020,66,2.Stock,1,,2018,1,1,,,2440,200,1,10m,700m,,3500m,,700m,700m,,,,,,,,,,,,,,,,,,,,,,
23021870,Wohnung,1705,3,,5,"Mühlezelgstrasse 26, 8047 Zürich",10.02.2020,zuerich,26.02.2020,60,1.Stock,,,1971,,,,,1500,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918972,Wohnung,1945,3,,NaN,"Jungholzstrasse 34, 8050 Zürich",10.02.2020,zuerich,26.02.2020,58,EG,,,,1,,,,1761,184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918963,Wohnung,3550,5,sofort,NaN,"Rainstrasse 91, 8038 Zürich",10.02.2020,zuerich,26.02.2020,147,1.Stock,1,,,1,1,,1,3200,350,,450m,450m,,,300m,300m,,,,,,,,147,,1,,,,,,,,,,,,,
22920040,Wohnung,3330,4.5,nachVereinbarung,5,"Hädrichstr. 6, 8047 Zürich",10.02.2020,zuerich,26.02.2020,123,3.Stock,1,,2012,,1,,,3070,260,1,300m,210m,1,,1000m,1100m,1300m,,,,1,,,,,1,,1,,,,,,,,,,,
22918967,Wohnung,2390,3.5,01.04.2020,3,"Holderbachweg 21, 8046 Zürich",10.02.2020,zuerich,26.02.2020,86,2.Stock,1,,1978,1,,,,,,,200m,200m,,600m,,,,,,,,,,,,,,,,,,,,,,,,,
22918941,Maisonette,1840,2,,5,"Tüfweg 2, 8044 Gockhausen",10.02.2020,zuerich,26.02.2020,77,2.Stock,1,,1996,1,,,,1680,160,,100m,,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22916734,Wohnung,2060,3.5,nachVereinbarung,NaN,"Wehntalerstrasse 404, 8046 Zürich",10.02.2020,zuerich,26.02.2020,75,1.Stock,1,,,1,,1,,1890,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22920022,Loft,2280,1.5,nachVereinbarung,5,"Hädrichstr. 8, 8047 Zürich",10.02.2020,zuerich,26.02.2020,81,EG,1,,2012,,1,,,2080,200,1,300m,210m,1,,1000m,1100m,1300m,,,,1,,,,,1,,1,,,,,,,,,,,
22918465,Wohnung,1100,,nachVereinbarung,NaN,"Birmensdorferstrasse 419, 8055 Zürich",10.02.2020,zuerich,26.02.2020,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22921080,Wohnung,2880,2.5,sofort,3,"Klausstrasse 49, 8008 Zürich",10.02.2020,zuerich,26.02.2020,70,1.Stock,1,,1957,,,,,2650,230,1,100m,250m,,,200m,600m,400m,,,,,,,,,,,,,,,,,,,,,,
22918951,Dachwohnung,2700,2.5,01.05.2020,NaN,"Scheuchzerstrasse 69, 8006 Zürich",10.02.2020,zuerich,26.02.2020,60,5.Stock,1,,,1,,,,2500,200,1,50m,30m,,,,,,,,,,,,85,,,,,,,,,,,,,,,
23018827,Wohnung,3680,3.5,,3,8005 Zürich,10.02.2020,zuerich,26.02.2020,94,,,,2013,,,,,3600,80,,300m,100m,,1000m,200m,200m,,,,1,,,,111,,,,,,,,,,,,,,,
22915965,Wohnung,1200,1,sofort,NaN,"Sempacherstr, 8032 Zürich ZH",10.02.2020,zuerich,26.02.2020,14,4.Stock,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22916033,Wohnung,3630,3.5,nachVereinbarung,NaN,8004 Zürich ZH,08.02.2020,zuerich,26.02.2020,86,3.Stock,,,,1,,,,3400,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22909903,Wohnung,3695,4.5,01.06.2020,5,"Im Glockenacker 39, 8053 Zürich",08.02.2020,zuerich,26.02.2020,129,1.Stock,1,,2020,1,1,1,,3395,300,1,150m,150m,1,,300m,300m,300m,,,,,,,146,,1,,,,,,,,,,,,,
22916032,Wohnung,590,1,nachVereinbarung,NaN,8037 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915888,Wohnung,1000,1.5,nachVereinbarung,NaN,8006 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915977,Wohnung,925,3.5,nachVereinbarung,NaN,8052 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22931240,Wohnung,3629,4.5,nachVereinbarung,NaN,"Samariterstrasse 18, 8032 Zürich ZH",10.02.2020,zuerich,26.02.2020,,4.Stock,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915967,Wohnung,955,1,nachVereinbarung,NaN,8006 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22914721,Wohnung,3485,2.5,nachVereinbarung,NaN,"Brandschenkestrasse, 8002 Zürich",09.02.2020,zuerich,26.02.2020,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915981,Maisonette,3600,4.5,nachVereinbarung,NaN,8006 Zürich ZH,10.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907630,Wohnung,2100,2.5,sofort,NaN,8044 Zürich ZH,07.02.2020,zuerich,26.02.2020,49,3.Stock,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907348,Wohnung,2150,3.5,sofort,NaN,8055 Zürich ZH,07.02.2020,zuerich,26.02.2020,80,1.Stock,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908783,Wohnung,4030,4.5,nachVereinbarung,4,"Akazienstrasse 6, 8008 Zürich",,zuerich,26.02.2020,115,3.Stock,1,,1997,,,,,3690,340,1,100m,350m,1,,400m,400m,1200m,,,,,,,,,1,,,,,,,,,,,,,
22909883,Wohnung,2680,3,04.05.2020,4,"Splügenstrasse 9, 8002 Zürich",08.02.2020,zuerich,26.02.2020,68,1.Stock,1,,1930,1,,,,2430,250,1,200m,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908786,Wohnung,2330,3.5,01.05.2020,5,"Forchstrasse 331/333, 8008 Zürich",07.02.2020,zuerich,26.02.2020,81,2.Stock,1,,1971,,,,,2100,230,1,10m,10m,1,4000m,,,,,,,,,,,,,,,,,,,,,,,,,
22907874,Wohnung,1280,1,sofort,3,"Schäracher 2, 8053 Zürich ZH",07.02.2020,zuerich,26.02.2020,25,3.Stock,,,1984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907641,Wohnung,aufAnfrage,,nachVereinbarung,NaN,"Südstrasse 7, 8008 Zürich ZH",07.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908782,Wohnung,4065,4.5,01.03.2020,4,"Akazienstrasse 6, 8008 Zürich",07.02.2020,zuerich,26.02.2020,116,3.Stock,1,,1997,,,,,3720,345,1,100m,350m,1,,400m,400m,1200m,,,,,,,,,1,,,,,,,,,,,,,
